tur_yaw = 0.033499999999973704, bal_yaw = -0.6964998834226936, pitch = 7.897105479876753e-06, roll = -1.9839668687799855e-05, YxRef = 8.34561556330529e-06, TxRef = 0.05748962851316283
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999720862088, pitch = 7.897105479876753e-06, roll = -1.9839668687799855e-05, YxRef = 8.34561556330529e-06, TxRef = 0.05748962851316283
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964997265701539, pitch = 7.502136933911966e-06, roll = -2.0448801678857648e-05, YxRef = 8.678751525856871e-06, TxRef = 0.05748994369009517
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999525449022, pitch = 7.502136933911966e-06, roll = -2.0448801678857648e-05, YxRef = 8.678751525856871e-06, TxRef = 0.05748994369009517
tur_yaw = 0.0334999999999737, bal_yaw = -0.6964997271086989, pitch = 7.184913833982125e-06, roll = -1.8935802654731902e-05, YxRef = 9.296998619434771e-06, TxRef = 0.057490546664462815
tur_yaw = 0.0334999999999737, bal_yaw = -0.6964999491558549, pitch = 7.184913833982125e-06, roll = -1.8935802654731902e-05, YxRef = 9.296998619434771e-06, TxRef = 0.057490546664462815
tur_yaw = 0.03349999999997372, bal_yaw = -0.6964999508722751, pitch = 6.767290680497252e-06, roll = -1.7679724710658246e-05, YxRef = 9.839702900229268e-06, TxRef = 0.05749107540936997
tur_yaw = 0.03349999999997372, bal_yaw = -0.6964999493820352, pitch = 6.767290680497252e-06, roll = -1.7679724710658246e-05, YxRef = 9.839702900229268e-06, TxRef = 0.05749107540936997
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999617774981, pitch = 6.970355023189555e-06, roll = -1.7397005491733187e-05, YxRef = 1.0225586023506083e-05, TxRef = 0.05749146801228658
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999657359372, pitch = 6.970355023189555e-06, roll = -1.7397005491733187e-05, YxRef = 1.0225586023506083e-05, TxRef = 0.05749146801228658
tur_yaw = 0.03349999999997372, bal_yaw = -0.6964998984648567, pitch = 6.961923705992459e-06, roll = -1.700064736156465e-05, YxRef = 1.0263012607937936e-05, TxRef = 0.057491504023067554
tur_yaw = 0.03349999999997372, bal_yaw = -0.6964999526342734, pitch = 6.961923705992459e-06, roll = -1.700064736156465e-05, YxRef = 1.0263012607937936e-05, TxRef = 0.057491504023067554
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964998409776053, pitch = 8.37319868267974e-06, roll = -2.0894654114959836e-05, YxRef = 1.0110855856274506e-05, TxRef = 0.057491396979862205
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999444473985, pitch = 8.37319868267974e-06, roll = -2.0894654114959836e-05, YxRef = 1.0110855856274506e-05, TxRef = 0.057491396979862205
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999187372085, pitch = 7.967762397649407e-06, roll = -2.1862841377786014e-05, YxRef = 1.0342250433240287e-05, TxRef = 0.0574916140674478
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999533932108, pitch = 7.967762397649407e-06, roll = -2.1862841377786014e-05, YxRef = 1.0342250433240287e-05, TxRef = 0.0574916140674478
